,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_mean_rating,Director_encoded,Actor1_encoded,Actor2_encoded,Actor3_encoded
6298,1999,153,Drama,4.8,1705,Andaleeb Sultanpuri,Salman Khan,Urmila Matondkar,Jaspal Bhatti,6.248697068403909,4.8,5.232857142857143,5.0765957446808505,4.8
6298,1999,153, Romance,4.8,1705,Andaleeb Sultanpuri,Salman Khan,Urmila Matondkar,Jaspal Bhatti,5.838738738738739,4.8,5.232857142857143,5.0765957446808505,4.8
6302,1983,132,Comedy,8.4,13465,Kundan Shah,Naseeruddin Shah,Ravi Baswani,Bhakti Barve,5.838422649140546,5.629411764705883,6.2042553191489365,6.833333333333333,8.4
6302,1983,132, Crime,8.4,13465,Kundan Shah,Naseeruddin Shah,Ravi Baswani,Bhakti Barve,5.683443708609272,5.629411764705883,6.2042553191489365,6.833333333333333,8.4
6302,1983,132, Drama,8.4,13465,Kundan Shah,Naseeruddin Shah,Ravi Baswani,Bhakti Barve,5.875793244626407,5.629411764705883,6.2042553191489365,6.833333333333333,8.4
6304,2006,155,Action,2.7,167,Ankush,Glen Barreto,Glenn,Aftab Shivdasani,5.511985472154963,2.7000000000000006,2.7000000000000006,2.7000000000000006,4.521428571428571
6304,2006,155, Crime,2.7,167,Ankush,Glen Barreto,Glenn,Aftab Shivdasani,5.683443708609272,2.7000000000000006,2.7000000000000006,2.7000000000000006,4.521428571428571
6304,2006,155, Sci-Fi,2.7,167,Ankush,Glen Barreto,Glenn,Aftab Shivdasani,5.1000000000000005,2.7000000000000006,2.7000000000000006,2.7000000000000006,4.521428571428571
6305,1998,175,Comedy,3.3,30,Arshad Khan,Talat Jani,Jackie Shroff,Ayub Khan,5.838422649140546,4.8999999999999995,3.2999999999999994,5.0462686567164186,4.928571428571429
6305,1998,175, Drama,3.3,30,Arshad Khan,Talat Jani,Jackie Shroff,Ayub Khan,5.875793244626407,4.8999999999999995,3.2999999999999994,5.0462686567164186,4.928571428571429
6305,1998,175, Family,3.3,30,Arshad Khan,Talat Jani,Jackie Shroff,Ayub Khan,6.327197802197802,4.8999999999999995,3.2999999999999994,5.0462686567164186,4.928571428571429
6306,2010,94,Comedy,3.8,570,Milap Zaveri,Priyanka Chopra Jonas,Akshay Kumar,Jacqueline Fernandez,5.838422649140546,4.17,5.845,5.665591397849462,4.8875
6306,2010,94, Drama,3.8,570,Milap Zaveri,Priyanka Chopra Jonas,Akshay Kumar,Jacqueline Fernandez,5.875793244626407,4.17,5.845,5.665591397849462,4.8875
6306,2010,94, Fantasy,3.8,570,Milap Zaveri,Priyanka Chopra Jonas,Akshay Kumar,Jacqueline Fernandez,5.688695652173913,4.17,5.845,5.665591397849462,4.8875
6307,2018,131,Drama,4.8,38,Akshay Anand,Muntazir Ahmad,Akshay Anand,Kabir Bedi,6.248697068403909,4.8,6.0,4.35,5.1045454545454545
6308,2008,155,Comedy,7.5,25819,Abbas Tyrewala,Imran Khan,Genelia D'Souza,Manjari Fadnnis,5.838422649140546,6.8,5.825,6.1461538461538465,5.133333333333334
6308,2008,155, Drama,7.5,25819,Abbas Tyrewala,Imran Khan,Genelia D'Souza,Manjari Fadnnis,5.875793244626407,6.8,5.825,6.1461538461538465,5.133333333333334
6308,2008,155, Romance,7.5,25819,Abbas Tyrewala,Imran Khan,Genelia D'Souza,Manjari Fadnnis,5.838738738738739,6.8,5.825,6.1461538461538465,5.133333333333334
6309,1971,139,Drama,6.5,40,Shakti Samanta,Shammi Kapoor,Leena Chandavarkar,Sandhya Roy,6.248697068403909,6.718571428571429,6.892682926829269,6.321428571428571,6.5
6312,1976,110,Crime,6.8,48,Chetan Anand,Dev Anand,Hema Malini,Prem Nath,6.124723247232472,7.011111111111112,6.777165354330709,6.274757281553398,6.541379310344827
6312,1976,110, Drama,6.8,48,Chetan Anand,Dev Anand,Hema Malini,Prem Nath,5.875793244626407,7.011111111111112,6.777165354330709,6.274757281553398,6.541379310344827
6312,1976,110, Romance,6.8,48,Chetan Anand,Dev Anand,Hema Malini,Prem Nath,5.838738738738739,7.011111111111112,6.777165354330709,6.274757281553398,6.541379310344827
6313,2006,165,Comedy,6.1,8218,Shirish Kunder,Salman Khan,Akshay Kumar,Preity Zinta,5.838422649140546,4.433333333333334,5.232857142857143,5.665591397849462,6.069999999999999
6313,2006,165, Drama,6.1,8218,Shirish Kunder,Salman Khan,Akshay Kumar,Preity Zinta,5.875793244626407,4.433333333333334,5.232857142857143,5.665591397849462,6.069999999999999
6313,2006,165, Musical,6.1,8218,Shirish Kunder,Salman Khan,Akshay Kumar,Preity Zinta,6.289130434782608,4.433333333333334,5.232857142857143,5.665591397849462,6.069999999999999
6315,1983,153,Action,5.8,70,K. Raghavendra Rao,Dharmendra,Jeetendra,Parveen Babi,5.511985472154963,5.671794871794871,6.045128205128205,5.6000000000000005,6.13125
6315,1983,153, Comedy,5.8,70,K. Raghavendra Rao,Dharmendra,Jeetendra,Parveen Babi,5.507605633802817,5.671794871794871,6.045128205128205,5.6000000000000005,6.13125
6315,1983,153, Drama,5.8,70,K. Raghavendra Rao,Dharmendra,Jeetendra,Parveen Babi,5.875793244626407,5.671794871794871,6.045128205128205,5.6000000000000005,6.13125
6317,1979,154,Action,6.1,455,Rajkumar Kohli,Sunil Dutt,Sanjeev Kumar,Shatrughan Sinha,5.511985472154963,5.175,6.346913580246913,6.7,6.177966101694915
6317,1979,154, Horror,6.1,455,Rajkumar Kohli,Sunil Dutt,Sanjeev Kumar,Shatrughan Sinha,5.0418918918918925,5.175,6.346913580246913,6.7,6.177966101694915
6317,1979,154, Mystery,6.1,455,Rajkumar Kohli,Sunil Dutt,Sanjeev Kumar,Shatrughan Sinha,5.8710204081632655,5.175,6.346913580246913,6.7,6.177966101694915
6318,2002,170,Action,2.8,3240,Rajkumar Kohli,Sunny Deol,Arman Kohli,Manisha Koirala,5.511985472154963,5.175,5.025547445255475,2.92,5.722727272727273
6318,2002,170, Fantasy,2.8,3240,Rajkumar Kohli,Sunny Deol,Arman Kohli,Manisha Koirala,5.688695652173913,5.175,5.025547445255475,2.92,5.722727272727273
6318,2002,170, Thriller,2.8,3240,Rajkumar Kohli,Sunny Deol,Arman Kohli,Manisha Koirala,5.674915254237288,5.175,5.025547445255475,2.92,5.722727272727273
6319,2015,124,Drama,5.0,116,Muzaffar Ali,Imran Abbas,Pernia Qureshi,Muzaffar Ali,6.248697068403909,5.9,5.0,5.0,5.0
6319,2015,124, Romance,5.0,116,Muzaffar Ali,Imran Abbas,Pernia Qureshi,Muzaffar Ali,5.838738738738739,5.9,5.0,5.0,5.0
6322,1999,172,Action,6.0,2578,Suneel Darshan,Akshay Kumar,Karisma Kapoor,Shilpa Shetty Kundra,5.511985472154963,4.177272727272728,5.440845070422536,4.921538461538461,4.8549999999999995
6322,1999,172, Crime,6.0,2578,Suneel Darshan,Akshay Kumar,Karisma Kapoor,Shilpa Shetty Kundra,5.683443708609272,4.177272727272728,5.440845070422536,4.921538461538461,4.8549999999999995
6322,1999,172, Drama,6.0,2578,Suneel Darshan,Akshay Kumar,Karisma Kapoor,Shilpa Shetty Kundra,5.875793244626407,4.177272727272728,5.440845070422536,4.921538461538461,4.8549999999999995
6325,1972,155,Action,6.3,36,Tapi Chanakya,Shashi Kapoor,Rakhee Gulzar,Shabnam,5.511985472154963,6.584615384615384,6.3065868263473055,6.01304347826087,6.333333333333333
6325,1972,155, Adventure,6.3,36,Tapi Chanakya,Shashi Kapoor,Rakhee Gulzar,Shabnam,5.694767441860465,6.584615384615384,6.3065868263473055,6.01304347826087,6.333333333333333
6325,1972,155, Thriller,6.3,36,Tapi Chanakya,Shashi Kapoor,Rakhee Gulzar,Shabnam,5.674915254237288,6.584615384615384,6.3065868263473055,6.01304347826087,6.333333333333333
6329,1989,129,Crime,4.2,16,Dilip Naik,Shashi Kapoor,Raj Babbar,Madhavi,6.124723247232472,5.5200000000000005,6.3065868263473055,5.28,6.627272727272728
6329,1989,129, Drama,4.2,16,Dilip Naik,Shashi Kapoor,Raj Babbar,Madhavi,5.875793244626407,5.5200000000000005,6.3065868263473055,5.28,6.627272727272728
6332,2017,143,Comedy,5.3,19349,Imtiaz Ali,Shah Rukh Khan,Anushka Sharma,Björn Freiberg,5.838422649140546,6.930434782608696,6.584848484848485,6.3500000000000005,5.3
6332,2017,143, Drama,5.3,19349,Imtiaz Ali,Shah Rukh Khan,Anushka Sharma,Björn Freiberg,5.875793244626407,6.930434782608696,6.584848484848485,6.3500000000000005,5.3
6332,2017,143, Romance,5.3,19349,Imtiaz Ali,Shah Rukh Khan,Anushka Sharma,Björn Freiberg,5.838738738738739,6.930434782608696,6.584848484848485,6.3500000000000005,5.3
6334,1965,141,Musical,6.9,278,Suraj Prakash,Nanda,Shashi Kapoor,Agha,6.095555555555555,5.70625,6.109090909090909,6.926666666666667,6.624
6334,1965,141, Romance,6.9,278,Suraj Prakash,Nanda,Shashi Kapoor,Agha,5.838738738738739,5.70625,6.109090909090909,6.926666666666667,6.624
6337,1961,139,Comedy,6.8,120,Nasir Hussain,Dev Anand,Asha Parekh,Sulochana Latkar,5.838422649140546,6.896,6.777165354330709,6.873529411764705,6.730769230769231
6337,1961,139, Drama,6.8,120,Nasir Hussain,Dev Anand,Asha Parekh,Sulochana Latkar,5.875793244626407,6.896,6.777165354330709,6.873529411764705,6.730769230769231
6337,1961,139, Musical,6.8,120,Nasir Hussain,Dev Anand,Asha Parekh,Sulochana Latkar,6.289130434782608,6.896,6.777165354330709,6.873529411764705,6.730769230769231
6339,1963,136,Drama,6.2,26,Kedar Kapoor,Pradeep Kumar,Geeta Bali,Siddhu,6.248697068403909,6.371428571428572,6.0636363636363635,7.1466666666666665,6.2
6339,1963,136, Romance,6.2,26,Kedar Kapoor,Pradeep Kumar,Geeta Bali,Siddhu,5.838738738738739,6.371428571428572,6.0636363636363635,7.1466666666666665,6.2
6340,2012,176,Drama,6.7,52231,Yash Chopra,Shah Rukh Khan,Katrina Kaif,Anushka Sharma,6.248697068403909,7.010526315789474,6.584848484848485,5.795918367346939,6.3
6340,2012,176, Romance,6.7,52231,Yash Chopra,Shah Rukh Khan,Katrina Kaif,Anushka Sharma,5.838738738738739,7.010526315789474,6.584848484848485,5.795918367346939,6.3
6341,2016,94,Drama,5.6,14,Shankar Vikram,Parvin Dabas,Ambalika Sarkar,Amit Bhardwaj,6.248697068403909,5.6,5.283333333333333,5.6,5.6
6342,2007,138,Comedy,7.9,49012,Imtiaz Ali,Shahid Kapoor,Kareena Kapoor,Tarun Arora,5.838422649140546,6.930434782608696,5.779999999999999,5.655555555555556,5.3
6342,2007,138, Drama,7.9,49012,Imtiaz Ali,Shahid Kapoor,Kareena Kapoor,Tarun Arora,5.875793244626407,6.930434782608696,5.779999999999999,5.655555555555556,5.3
6342,2007,138, Romance,7.9,49012,Imtiaz Ali,Shahid Kapoor,Kareena Kapoor,Tarun Arora,5.838738738738739,6.930434782608696,5.779999999999999,5.655555555555556,5.3
6343,1967,158,Family,6.5,24,Naresh Saigal,Mala Sinha,Dharmendra,Anoop Kumar,6.296153846153846,6.777777777777778,6.605405405405405,6.302469135802469,7.4
6343,1967,158, Romance,6.5,24,Naresh Saigal,Mala Sinha,Dharmendra,Anoop Kumar,5.838738738738739,6.777777777777778,6.605405405405405,6.302469135802469,7.4
6344,2019,125,Action,4.4,1317,Prashant Singh,Sidharth Malhotra,Parineeti Chopra,Javed Jaffrey,5.511985472154963,4.4,5.779999999999999,6.14,5.1482758620689655
6344,2019,125, Comedy,4.4,1317,Prashant Singh,Sidharth Malhotra,Parineeti Chopra,Javed Jaffrey,5.507605633802817,4.4,5.779999999999999,6.14,5.1482758620689655
6344,2019,125, Drama,4.4,1317,Prashant Singh,Sidharth Malhotra,Parineeti Chopra,Javed Jaffrey,5.875793244626407,4.4,5.779999999999999,6.14,5.1482758620689655
6345,2018,98,Comedy,7.5,715,Sachin P. Karande,Amit Sadh,Arbaaz Khan,Sonal Chauhan,5.838422649140546,6.225,6.540000000000001,6.38,5.16
6345,2018,98, Family,7.5,715,Sachin P. Karande,Amit Sadh,Arbaaz Khan,Sonal Chauhan,6.327197802197802,6.225,6.540000000000001,6.38,5.16
6346,2013,132,Comedy,2.0,721,Kaizad Gustad,Naseeruddin Shah,Sunny Leone,Sachiin Joshi,5.838422649140546,4.014285714285714,6.2042553191489365,3.1545454545454548,2.0
6346,2013,132, Thriller,2.0,721,Kaizad Gustad,Naseeruddin Shah,Sunny Leone,Sachiin Joshi,5.674915254237288,4.014285714285714,6.2042553191489365,3.1545454545454548,2.0
6348,2019,112,Drama,8.1,17,Banty Dubey,Raghuvir Yadav,Kiran D Patil,Shakti Kumar,6.248697068403909,8.1,7.133333333333333,8.1,8.1
6361,1977,112,Horror,6.1,46,Ravikant Nagaich,Ashok Kumar,Feroz Khan,Reena Roy,4.6875,6.092499999999999,6.52970297029703,6.435294117647058,5.674358974358975
6361,1977,112, Romance,6.1,46,Ravikant Nagaich,Ashok Kumar,Feroz Khan,Reena Roy,5.838738738738739,6.092499999999999,6.52970297029703,6.435294117647058,5.674358974358975
6378,1978,163,Fantasy,6.6,31,B. Vittalacharya,Jayamalini,Narasimha Raju,Prabha,6.251612903225807,6.6,6.6,6.6,6.6
6384,2017,161,Action,6.5,9428,Anurag Basu,Ranbir Kapoor,Katrina Kaif,Saswata Chatterjee,5.511985472154963,6.4071428571428575,6.548780487804878,5.795918367346939,6.5
6384,2017,161, Adventure,6.5,9428,Anurag Basu,Ranbir Kapoor,Katrina Kaif,Saswata Chatterjee,5.694767441860465,6.4071428571428575,6.548780487804878,5.795918367346939,6.5
6384,2017,161, Comedy,6.5,9428,Anurag Basu,Ranbir Kapoor,Katrina Kaif,Saswata Chatterjee,5.507605633802817,6.4071428571428575,6.548780487804878,5.795918367346939,6.5
6390,1984,135,Action,6.4,156,Pramod Chakravorty,Dharmendra,Zeenat Aman,Mithun Chakraborty,5.511985472154963,6.439473684210527,6.045128205128205,6.6,5.80943396226415
6390,1984,135, Adventure,6.4,156,Pramod Chakravorty,Dharmendra,Zeenat Aman,Mithun Chakraborty,5.694767441860465,6.439473684210527,6.045128205128205,6.6,5.80943396226415
6390,1984,135, Drama,6.4,156,Pramod Chakravorty,Dharmendra,Zeenat Aman,Mithun Chakraborty,5.875793244626407,6.439473684210527,6.045128205128205,6.6,5.80943396226415
6392,2001,139,Action,5.1,17,Kanti Shah,Ishrat Ali,Hemant Birje,Pinky Chinoy,5.511985472154963,5.061290322580645,4.704,4.4875,4.74
6392,2001,139, Crime,5.1,17,Kanti Shah,Ishrat Ali,Hemant Birje,Pinky Chinoy,5.683443708609272,5.061290322580645,4.704,4.4875,4.74
6392,2001,139, Drama,5.1,17,Kanti Shah,Ishrat Ali,Hemant Birje,Pinky Chinoy,5.875793244626407,5.061290322580645,4.704,4.4875,4.74
6396,1955,138,Comedy,6.8,140,Satyen Bose,Abhi Bhattacharya,Pranoti Ghosh,Bipin Gupta,5.838422649140546,6.929729729729729,7.09375,6.675,6.8999999999999995
6396,1955,138, Drama,6.8,140,Satyen Bose,Abhi Bhattacharya,Pranoti Ghosh,Bipin Gupta,5.875793244626407,6.929729729729729,7.09375,6.675,6.8999999999999995
6396,1955,138, Family,6.8,140,Satyen Bose,Abhi Bhattacharya,Pranoti Ghosh,Bipin Gupta,6.327197802197802,6.929729729729729,7.09375,6.675,6.8999999999999995
6399,2007,137,Action,3.9,42,Janmendra Ahuja,Govinda,Divyaa Dwivedi,Razak Khan,5.511985472154963,3.9,4.877443609022556,4.9399999999999995,4.95
6399,2007,137, Comedy,3.9,42,Janmendra Ahuja,Govinda,Divyaa Dwivedi,Razak Khan,5.507605633802817,3.9,4.877443609022556,4.9399999999999995,4.95
6399,2007,137, Crime,3.9,42,Janmendra Ahuja,Govinda,Divyaa Dwivedi,Razak Khan,5.683443708609272,3.9,4.877443609022556,4.9399999999999995,4.95
6401,1969,138,Drama,6.4,27,Lekh Tandon,Shashi Kapoor,Hema Malini,Nadira,6.248697068403909,6.8047619047619055,6.3065868263473055,6.274757281553398,6.676923076923076
6401,1969,138, Family,6.4,27,Lekh Tandon,Shashi Kapoor,Hema Malini,Nadira,6.327197802197802,6.8047619047619055,6.3065868263473055,6.274757281553398,6.676923076923076
6403,1999,173,Romance,6.1,23,Desh Deepak,Rana Jung Bahadur,Shail Chaturvedi,Sonali Kulkarni,5.59874213836478,6.1,5.233333333333333,6.3,5.844444444444445
6422,2019,141,Family,7.8,8,Murari Sinha,Preeti Jhangiani,Ravi Kishan,Gurleen Chopra,6.296153846153846,7.8,7.8,7.139999999999999,5.75
6429,2016,149,Crime,5.6,2455,Prakash Jha,Priyanka Chopra Jonas,Prakash Jha,Manav Kaul,6.124723247232472,6.696153846153846,5.845,5.6,5.957142857142857
6429,2016,149, Drama,5.6,2455,Prakash Jha,Priyanka Chopra Jonas,Prakash Jha,Manav Kaul,5.875793244626407,6.696153846153846,5.845,5.6,5.957142857142857
6434,2014,135,Action,5.1,18411,Sohail Khan,Salman Khan,Daisy Shah,Tabu,5.511985472154963,5.006666666666666,5.232857142857143,4.633333333333333,5.783333333333333
6434,2014,135, Drama,5.1,18411,Sohail Khan,Salman Khan,Daisy Shah,Tabu,5.875793244626407,5.006666666666666,5.232857142857143,4.633333333333333,5.783333333333333
6437,2015,85,Comedy,5.2,55,Bikramjeet Bhullar,Ranjit Kapoor,Azb Dahal,Dolly Ahluwalia,5.838422649140546,5.2,5.2,5.2,5.9799999999999995
6437,2015,85, War,5.2,55,Bikramjeet Bhullar,Ranjit Kapoor,Azb Dahal,Dolly Ahluwalia,6.1466666666666665,5.2,5.2,5.2,5.9799999999999995
6438,2007,127,Drama,7.9,37,Sabyasachi Mohapatra,Sritam Das,Brendra N. Gochhikar,Sehenawaj Khan,6.248697068403909,7.900000000000001,7.900000000000001,7.900000000000001,7.900000000000001
6438,2007,127, Fantasy,7.9,37,Sabyasachi Mohapatra,Sritam Das,Brendra N. Gochhikar,Sehenawaj Khan,5.688695652173913,7.900000000000001,7.900000000000001,7.900000000000001,7.900000000000001
6438,2007,127, History,7.9,37,Sabyasachi Mohapatra,Sritam Das,Brendra N. Gochhikar,Sehenawaj Khan,6.8769230769230765,7.900000000000001,7.900000000000001,7.900000000000001,7.900000000000001
6442,2015,100,Biography,5.2,28,Milann Ajmera,Rati Agnihotri,Kanchan Awasthi,Rishi Bhutani,6.697619047619048,5.2,5.531578947368421,5.2,5.05
6442,2015,100, Drama,5.2,28,Milann Ajmera,Rati Agnihotri,Kanchan Awasthi,Rishi Bhutani,5.875793244626407,5.2,5.531578947368421,5.2,5.05
6442,2015,100, History,5.2,28,Milann Ajmera,Rati Agnihotri,Kanchan Awasthi,Rishi Bhutani,6.8769230769230765,5.2,5.531578947368421,5.2,5.05
6449,1994,129,Action,5.1,623,Sunil Agnihotri,Akshay Kumar,Ayesha Jhulka,Chandni,5.511985472154963,4.1,5.440845070422536,5.042105263157895,5.1
6449,1994,129, Drama,5.1,623,Sunil Agnihotri,Akshay Kumar,Ayesha Jhulka,Chandni,5.875793244626407,4.1,5.440845070422536,5.042105263157895,5.1
6457,1951,162,Fantasy,7.2,5,Dhirubhai Desai,Nirupa Roy,Shahu Modak,Ulhas,6.251612903225807,5.175,6.571428571428571,7.733333333333333,6.927777777777778
6463,2020,103,Comedy,3.6,827,Navjot Gulati,Poonam Dhillon,Supriya Pathak,Sunny Singh Nijjar,5.838422649140546,3.6,4.175,6.592307692307693,5.8999999999999995
6463,2020,103, Drama,3.6,827,Navjot Gulati,Poonam Dhillon,Supriya Pathak,Sunny Singh Nijjar,5.875793244626407,3.6,4.175,6.592307692307693,5.8999999999999995
6463,2020,103, Romance,3.6,827,Navjot Gulati,Poonam Dhillon,Supriya Pathak,Sunny Singh Nijjar,5.838738738738739,3.6,4.175,6.592307692307693,5.8999999999999995
6465,1975,145,Drama,6.2,118,Vijay Sharma,Bharat Bhushan,Ashish Kumar,Kanan Kaushal,6.248697068403909,6.433333333333334,6.409523809523809,6.6000000000000005,6.5
6465,1975,145, Fantasy,6.2,118,Vijay Sharma,Bharat Bhushan,Ashish Kumar,Kanan Kaushal,5.688695652173913,6.433333333333334,6.409523809523809,6.6000000000000005,6.5
6469,1990,90,Drama,5.3,19,S.A. Chandrashekhar,Rajesh Khanna,Jeetendra,Dimple Kapadia,6.248697068403909,5.708333333333333,6.575280898876405,5.6000000000000005,6.142307692307692
6473,2009,160,Action,3.6,271,Puneet Sira,Fardeen Khan,Kunal Khemu,Dia Mirza,5.511985472154963,5.0,4.48695652173913,5.3,5.2
6473,2009,160, Adventure,3.6,271,Puneet Sira,Fardeen Khan,Kunal Khemu,Dia Mirza,5.694767441860465,5.0,4.48695652173913,5.3,5.2
6473,2009,160, Crime,3.6,271,Puneet Sira,Fardeen Khan,Kunal Khemu,Dia Mirza,5.683443708609272,5.0,4.48695652173913,5.3,5.2
6474,1995,195,Action,5.0,87,Sultan Ahmed,Sanjay Dutt,Zeba Bakhtiar,Amrish Puri,5.511985472154963,5.475,5.2612499999999995,5.728571428571429,5.984375
6475,2009,131,Drama,6.2,1242,Madhur Bhandarkar,Manoj Bajpayee,Atul Kulkarni,Neil Nitin Mukesh,6.248697068403909,6.20952380952381,6.733898305084746,6.461111111111111,5.841666666666666
6482,1973,134,Drama,5.3,35,Murugan Kumaran,Jeetendra,Reena Roy,Srividya,6.248697068403909,5.8,5.3921052631578945,5.945454545454545,5.3
6482,1973,134, Family,5.3,35,Murugan Kumaran,Jeetendra,Reena Roy,Srividya,6.327197802197802,5.8,5.3921052631578945,5.945454545454545,5.3
6483,1989,168,Comedy,5.6,223,Vimal Kumar,Govinda,Kimi Katkar,Kader Khan,5.838422649140546,4.269230769230769,4.877443609022556,4.985714285714286,5.357575757575757
6483,1989,168, Drama,5.6,223,Vimal Kumar,Govinda,Kimi Katkar,Kader Khan,5.875793244626407,4.269230769230769,4.877443609022556,4.985714285714286,5.357575757575757
6484,1977,152,Action,5.2,16,L.V. Prasad,Jeetendra,Reena Roy,Prem Krishan,5.511985472154963,6.28421052631579,5.3921052631578945,5.945454545454545,5.2
6484,1977,152, Adventure,5.2,16,L.V. Prasad,Jeetendra,Reena Roy,Prem Krishan,5.694767441860465,6.28421052631579,5.3921052631578945,5.945454545454545,5.2
6484,1977,152, Drama,5.2,16,L.V. Prasad,Jeetendra,Reena Roy,Prem Krishan,5.875793244626407,6.28421052631579,5.3921052631578945,5.945454545454545,5.2
6485,2003,122,Action,5.8,864,Soumitra Ranade,Javed Jaffrey,Gulshan Grover,Joy Fernandes,5.511985472154963,5.725,5.72,5.752380952380952,6.56
6485,2003,122, Adventure,5.8,864,Soumitra Ranade,Javed Jaffrey,Gulshan Grover,Joy Fernandes,5.694767441860465,5.725,5.72,5.752380952380952,6.56
6485,2003,122, Comedy,5.8,864,Soumitra Ranade,Javed Jaffrey,Gulshan Grover,Joy Fernandes,5.507605633802817,5.725,5.72,5.752380952380952,6.56
6486,2013,126,Drama,6.7,454,Girish Malik,Purab Kohli,Tannishtha Chatterjee,Kirti Kulhari,6.248697068403909,6.775,4.825,7.05,5.944444444444445
6488,1980,130,Fantasy,5.7,15,Raghunath Jhalani,Jeetendra,Rekha,Deven Verma,6.251612903225807,6.547058823529412,5.3921052631578945,5.79375,6.7846153846153845
6494,2018,112,Drama,6.0,2479,Pushpdeep Bhardwaj,Rhea Chakraborty,Varun Mitra,Digangana Suryavanshi,6.248697068403909,6.0,5.65,6.0,6.0
6494,2018,112, Romance,6.0,2479,Pushpdeep Bhardwaj,Rhea Chakraborty,Varun Mitra,Digangana Suryavanshi,5.838738738738739,6.0,5.65,6.0,6.0
6495,1995,144,Action,5.7,162,T.L.V. Prasad,Mithun Chakraborty,Madhoo,Rambha,5.511985472154963,4.520833333333333,5.331182795698925,6.033333333333334,5.046666666666667
6495,1995,144, Drama,5.7,162,T.L.V. Prasad,Mithun Chakraborty,Madhoo,Rambha,5.875793244626407,4.520833333333333,5.331182795698925,6.033333333333334,5.046666666666667
6500,1977,185,History,7.0,33,Balraj Tah,Shabana Azmi,Gulzar,Vinod Khanna,7.225,7.0,6.755737704918033,7.0,6.1085714285714285
6503,2012,94,Drama,7.1,375,Nila Madhab Panda,Nilamadhab Panda,Lehar Khan,Krishang Trivedi,6.248697068403909,7.08,7.628571428571428,7.099999999999999,7.099999999999999
6503,2012,94, Family,7.1,375,Nila Madhab Panda,Nilamadhab Panda,Lehar Khan,Krishang Trivedi,6.327197802197802,7.08,7.628571428571428,7.099999999999999,7.099999999999999
6503,2012,94, Mystery,7.1,375,Nila Madhab Panda,Nilamadhab Panda,Lehar Khan,Krishang Trivedi,5.8710204081632655,7.08,7.628571428571428,7.099999999999999,7.099999999999999
